"StageName","StageType","Result","Resource Start","Direction","Name","Field","Row","Type","Value"
"Start","Start",,"5/3/2024 2:26:44 PM"
"Get Weather for City","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"City",,,"Text","Sydney"
,,,,IN,"Units",,,"Text","Metric"
,,,,OUT,"Response Headers",,,,
,,,,OUT,"HTTP Status Code",,,"Text","200"
,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":151.2073,""lat"":-33.8679},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10n""}],""base"":""stations"",""main"":{""temp"":14.5,""feels_like"":14.49,""temp_min"":13.83,""temp_max"":14.97,""pressure"":1025,""humidity"":95},""visibility"":10000,""wind"":{""speed"":1.54,""deg"":20},""rain"":{""1h"":0.18},""clouds"":{""all"":100},""dt"":1714742804,""sys"":{""type"":2,""id"":2018875,""country"":""AU"",""sunrise"":1714681872,""sunset"":1714720366},""timezone"":36000,""id"":2147714,""name"":""Sydney"",""cod"":200}"
,,,,OUT,"Response Headers","Column1","1","Text","Connection"
,,,,OUT,"Response Headers","Column2","1","Text","keep-alive"
,,,,OUT,"Response Headers","Column1","2","Text","X-Cache-Key"
,,,,OUT,"Response Headers","Column2","2","Text","/data/2.5/weather?q=sydney&amp;units=Metric"
,,,,OUT,"Response Headers","Column1","3","Text","Access-Control-Allow-Origin"
,,,,OUT,"Response Headers","Column2","3","Text","*"
,,,,OUT,"Response Headers","Column1","4","Text","Access-Control-Allow-Credentials"
,,,,OUT,"Response Headers","Column2","4","Text","true"
,,,,OUT,"Response Headers","Column1","5","Text","Access-Control-Allow-Methods"
,,,,OUT,"Response Headers","Column2","5","Text","GET, POST"
,,,,OUT,"Response Headers","Column1","6","Text","Content-Length"
,,,,OUT,"Response Headers","Column2","6","Text","488"
,,,,OUT,"Response Headers","Column1","7","Text","Content-Type"
,,,,OUT,"Response Headers","Column2","7","Text","application/json; charset=utf-8"
,,,,OUT,"Response Headers","Column1","8","Text","Date"
,,,,OUT,"Response Headers","Column2","8","Text","Fri, 03 May 2024 13:26:44 GMT"
,,,,OUT,"Response Headers","Column1","9","Text","Server"
,,,,OUT,"Response Headers","Column2","9","Text","openresty"
"End","End",,"5/3/2024 2:26:44 PM"

,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":151.2073,""lat"":-33.8679},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10n""}],""base"":""stations"",""main"":{""temp"":14.5,""feels_like"":14.49,""temp_min"":13.83,""temp_max"":14.97,""pressure"":1025,""humidity"":95},""visibility"":10000,""wind"":{""speed"":1.54,""deg"":20},""rain"":{""1h"":0.18},""clouds"":{""all"":100},""dt"":1714742804,""sys"":{""type"":2,""id"":2018875,""country"":""AU"",""sunrise"":1714681872,""sunset"":1714720366},""timezone"":36000,""id"":2147714,""name"":""Sydney"",""cod"":200}"
"02 - From JSON to Collection","Sub Sheet",,"5/3/2024 2:26:44 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":151.2073,""lat"":-33.8679},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10n""}],""base"":""stations"",""main"":{""temp"":14.5,""feels_like"":14.49,""temp_min"":13.83,""temp_max"":14.97,""pressure"":1025,""humidity"":95},""visibility"":10000,""wind"":{""speed"":1.54,""deg"":20},""rain"":{""1h"":0.18},""clouds"":{""all"":100},""dt"":1714742804,""sys"":{""type"":2,""id"":2018875,""country"":""AU"",""sunrise"":1714681872,""sunset"":1714720366},""timezone"":36000,""id"":2147714,""name"":""Sydney"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","Sydney"
,,,,OUT,"Result","country ","1","Text","AU"
,,,,OUT,"Result","temp ","1","Text","14.5 °C"
,,,,OUT,"Result","description","1","Text","Light rain"
,,,,OUT,"Result","feels_like","1","Text","14.49 °C"
,,,,OUT,"Result","temp_max","1","Text","14.97 °C"
,,,,OUT,"Result"," temp_min ","1","Text","13.83 °C"
,,,,OUT,"Result","humidity","1","Text","95 %"
,,,,OUT,"Result","speed","1","Text","1.54 m/s"
,,,,OUT,"Result","pressure","1","Text","1025 hPa"
"Start","Start",,"5/3/2024 2:26:44 PM"

,,,,IN,"Response Content",,,"Text","{""coord"":{""lon"":151.2073,""lat"":-33.8679},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10n""}],""base"":""stations"",""main"":{""temp"":14.5,""feels_like"":14.49,""temp_min"":13.83,""temp_max"":14.97,""pressure"":1025,""humidity"":95},""visibility"":10000,""wind"":{""speed"":1.54,""deg"":20},""rain"":{""1h"":0.18},""clouds"":{""all"":100},""dt"":1714742804,""sys"":{""type"":2,""id"":2018875,""country"":""AU"",""sunrise"":1714681872,""sunset"":1714720366},""timezone"":36000,""id"":2147714,""name"":""Sydney"",""cod"":200}"
"JSON to Collection","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"json",,,"Text","{""coord"":{""lon"":151.2073,""lat"":-33.8679},""weather"":[{""id"":500,""main"":""Rain"",""description"":""light rain"",""icon"":""10n""}],""base"":""stations"",""main"":{""temp"":14.5,""feels_like"":14.49,""temp_min"":13.83,""temp_max"":14.97,""pressure"":1025,""humidity"":95},""visibility"":10000,""wind"":{""speed"":1.54,""deg"":20},""rain"":{""1h"":0.18},""clouds"":{""all"":100},""dt"":1714742804,""sys"":{""type"":2,""id"":2018875,""country"":""AU"",""sunrise"":1714681872,""sunset"":1714720366},""timezone"":36000,""id"":2147714,""name"":""Sydney"",""cod"":200}"
,,,,OUT,"Result",,,,
,,,,OUT,"Result","coord","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""lon"" type=""number"" value=""151.2073"" /&gt;&lt;field name=""lat"" type=""number"" value=""-33.8679"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","weather","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""JSON:Array"" type=""collection"" value=""&amp;lt;collection&amp;gt;&amp;lt;row&amp;gt;&amp;lt;field name=&amp;quot;id&amp;quot; type=&amp;quot;number&amp;quot; value=&amp;quot;500&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;main&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;Rain&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;description&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;light rain&amp;quot; /&amp;gt;&amp;lt;field name=&amp;quot;icon&amp;quot; type=&amp;quot;text&amp;quot; value=&amp;quot;10n&amp;quot; /&amp;gt;&amp;lt;/row&amp;gt;&amp;lt;/collection&amp;gt;"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","base","1","Text","stations"
,,,,OUT,"Result","main","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""temp"" type=""number"" value=""14.5"" /&gt;&lt;field name=""feels_like"" type=""number"" value=""14.49"" /&gt;&lt;field name=""temp_min"" type=""number"" value=""13.83"" /&gt;&lt;field name=""temp_max"" type=""number"" value=""14.97"" /&gt;&lt;field name=""pressure"" type=""number"" value=""1025"" /&gt;&lt;field name=""humidity"" type=""number"" value=""95"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","visibility","1","Number","10000"
,,,,OUT,"Result","wind","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""speed"" type=""number"" value=""1.54"" /&gt;&lt;field name=""deg"" type=""number"" value=""20"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","rain","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""1h"" type=""number"" value=""0.18"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","clouds","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""all"" type=""number"" value=""100"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","dt","1","Number","1714742804"
,,,,OUT,"Result","sys","1","Collection","&lt;collection&gt;&lt;row&gt;&lt;field name=""type"" type=""number"" value=""2"" /&gt;&lt;field name=""id"" type=""number"" value=""2018875"" /&gt;&lt;field name=""country"" type=""text"" value=""AU"" /&gt;&lt;field name=""sunrise"" type=""number"" value=""1714681872"" /&gt;&lt;field name=""sunset"" type=""number"" value=""1714720366"" /&gt;&lt;/row&gt;&lt;/collection&gt;"
,,,,OUT,"Result","timezone","1","Number","36000"
,,,,OUT,"Result","id","1","Number","2147714"
,,,,OUT,"Result","name","1","Text","Sydney"
,,,,OUT,"Result","cod","1","Number","200"
"is not Fahrenheit?","Decision","True","5/3/2024 2:26:44 PM"
"Make Celsius and m/s","Multiple Calculation",,"5/3/2024 2:26:44 PM"

,,,,OUT,"step1",,,"Text","°C"
,,,,OUT,"step2",,,"Text","m/s"
"Save value to Result Collection","Multiple Calculation",,"5/3/2024 2:26:44 PM"

,,,,OUT,"step1",,,"Text","Sydney"
,,,,OUT,"step2",,,"Text","AU"
,,,,OUT,"step3",,,"Text","14.5 °C"
,,,,OUT,"step4",,,"Text","Light rain"
,,,,OUT,"step5",,,"Text","14.49 °C"
,,,,OUT,"step6",,,"Text","14.97 °C"
,,,,OUT,"step7",,,"Text","13.83 °C"
,,,,OUT,"step8",,,"Text","95 %"
,,,,OUT,"step9",,,"Text","1.54 m/s"
,,,,OUT,"step10",,,"Text","1025 hPa"
"Save File Name","Calculation","Input City Names.XLSX","5/3/2024 2:26:44 PM"
"Append Rows to Collection","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"Main Collection",,,,
,,,,IN,"Collection to Append",,,,
,,,,IN,"Main Collection","name","1","Text","New York"
,,,,IN,"Main Collection","country ","1","Text","US"
,,,,IN,"Main Collection","temp ","1","Text","55.83 °F"
,,,,IN,"Main Collection","description","1","Text","Overcast clouds"
,,,,IN,"Main Collection","feels_like","1","Text","54.59 °F"
,,,,IN,"Main Collection","temp_max","1","Text","59.72 °F"
,,,,IN,"Main Collection"," temp_min ","1","Text","51.98 °F"
,,,,IN,"Main Collection","humidity","1","Text","74 %"
,,,,IN,"Main Collection","speed","1","Text","12.66 m/h"
,,,,IN,"Main Collection","pressure","1","Text","1023 hPa"
,,,,IN,"Main Collection","name","2","Text","London"
,,,,IN,"Main Collection","country ","2","Text","GB"
,,,,IN,"Main Collection","temp ","2","Text","11.1 °C"
,,,,IN,"Main Collection","description","2","Text","Light rain"
,,,,IN,"Main Collection","feels_like","2","Text","10.59 °C"
,,,,IN,"Main Collection","temp_max","2","Text","13.49 °C"
,,,,IN,"Main Collection"," temp_min ","2","Text","9.49 °C"
,,,,IN,"Main Collection","humidity","2","Text","89 %"
,,,,IN,"Main Collection","speed","2","Text","6.69 m/s"
,,,,IN,"Main Collection","pressure","2","Text","1009 hPa"
,,,,IN,"Main Collection","name","3","Text","Paris"
,,,,IN,"Main Collection","country ","3","Text","FR"
,,,,IN,"Main Collection","temp ","3","Text","289.26 °F"
,,,,IN,"Main Collection","description","3","Text","Broken clouds"
,,,,IN,"Main Collection","feels_like","3","Text","288.39 °F"
,,,,IN,"Main Collection","temp_max","3","Text","290.97 °F"
,,,,IN,"Main Collection"," temp_min ","3","Text","288.25 °F"
,,,,IN,"Main Collection","humidity","3","Text","56 %"
,,,,IN,"Main Collection","speed","3","Text","4.63 m/h"
,,,,IN,"Main Collection","pressure","3","Text","1013 hPa"
,,,,IN,"Main Collection","name","4","Text","Tokyo"
,,,,IN,"Main Collection","country ","4","Text","JP"
,,,,IN,"Main Collection","temp ","4","Text","18.23 °C"
,,,,IN,"Main Collection","description","4","Text","Clear sky"
,,,,IN,"Main Collection","feels_like","4","Text","17.83 °C"
,,,,IN,"Main Collection","temp_max","4","Text","19.24 °C"
,,,,IN,"Main Collection"," temp_min ","4","Text","15.9 °C"
,,,,IN,"Main Collection","humidity","4","Text","66 %"
,,,,IN,"Main Collection","speed","4","Text","6.69 m/s"
,,,,IN,"Main Collection","pressure","4","Text","1016 hPa"
,,,,IN,"Collection to Append","name","5","Text","Sydney"
,,,,IN,"Collection to Append","country ","5","Text","AU"
,,,,IN,"Collection to Append","temp ","5","Text","14.5 °C"
,,,,IN,"Collection to Append","description","5","Text","Light rain"
,,,,IN,"Collection to Append","feels_like","5","Text","14.49 °C"
,,,,IN,"Collection to Append","temp_max","5","Text","14.97 °C"
,,,,IN,"Collection to Append"," temp_min ","5","Text","13.83 °C"
,,,,IN,"Collection to Append","humidity","5","Text","95 %"
,,,,IN,"Collection to Append","speed","5","Text","1.54 m/s"
,,,,IN,"Collection to Append","pressure","5","Text","1025 hPa"
,,,,OUT,"Combined Collection",,,,
,,,,OUT,"Combined Collection","name","1","Text","New York"
,,,,OUT,"Combined Collection","country ","1","Text","US"
,,,,OUT,"Combined Collection","temp ","1","Text","55.83 °F"
,,,,OUT,"Combined Collection","description","1","Text","Overcast clouds"
,,,,OUT,"Combined Collection","feels_like","1","Text","54.59 °F"
,,,,OUT,"Combined Collection","temp_max","1","Text","59.72 °F"
,,,,OUT,"Combined Collection"," temp_min ","1","Text","51.98 °F"
,,,,OUT,"Combined Collection","humidity","1","Text","74 %"
,,,,OUT,"Combined Collection","speed","1","Text","12.66 m/h"
,,,,OUT,"Combined Collection","pressure","1","Text","1023 hPa"
,,,,OUT,"Combined Collection","name","2","Text","London"
,,,,OUT,"Combined Collection","country ","2","Text","GB"
,,,,OUT,"Combined Collection","temp ","2","Text","11.1 °C"
,,,,OUT,"Combined Collection","description","2","Text","Light rain"
,,,,OUT,"Combined Collection","feels_like","2","Text","10.59 °C"
,,,,OUT,"Combined Collection","temp_max","2","Text","13.49 °C"
,,,,OUT,"Combined Collection"," temp_min ","2","Text","9.49 °C"
,,,,OUT,"Combined Collection","humidity","2","Text","89 %"
,,,,OUT,"Combined Collection","speed","2","Text","6.69 m/s"
,,,,OUT,"Combined Collection","pressure","2","Text","1009 hPa"
,,,,OUT,"Combined Collection","name","3","Text","Paris"
,,,,OUT,"Combined Collection","country ","3","Text","FR"
,,,,OUT,"Combined Collection","temp ","3","Text","289.26 °F"
,,,,OUT,"Combined Collection","description","3","Text","Broken clouds"
,,,,OUT,"Combined Collection","feels_like","3","Text","288.39 °F"
,,,,OUT,"Combined Collection","temp_max","3","Text","290.97 °F"
,,,,OUT,"Combined Collection"," temp_min ","3","Text","288.25 °F"
,,,,OUT,"Combined Collection","humidity","3","Text","56 %"
,,,,OUT,"Combined Collection","speed","3","Text","4.63 m/h"
,,,,OUT,"Combined Collection","pressure","3","Text","1013 hPa"
,,,,OUT,"Combined Collection","name","4","Text","Tokyo"
,,,,OUT,"Combined Collection","country ","4","Text","JP"
,,,,OUT,"Combined Collection","temp ","4","Text","18.23 °C"
,,,,OUT,"Combined Collection","description","4","Text","Clear sky"
,,,,OUT,"Combined Collection","feels_like","4","Text","17.83 °C"
,,,,OUT,"Combined Collection","temp_max","4","Text","19.24 °C"
,,,,OUT,"Combined Collection"," temp_min ","4","Text","15.9 °C"
,,,,OUT,"Combined Collection","humidity","4","Text","66 %"
,,,,OUT,"Combined Collection","speed","4","Text","6.69 m/s"
,,,,OUT,"Combined Collection","pressure","4","Text","1016 hPa"
,,,,OUT,"Combined Collection","name","5","Text","Sydney"
,,,,OUT,"Combined Collection","country ","5","Text","AU"
,,,,OUT,"Combined Collection","temp ","5","Text","14.5 °C"
,,,,OUT,"Combined Collection","description","5","Text","Light rain"
,,,,OUT,"Combined Collection","feels_like","5","Text","14.49 °C"
,,,,OUT,"Combined Collection","temp_max","5","Text","14.97 °C"
,,,,OUT,"Combined Collection"," temp_min ","5","Text","13.83 °C"
,,,,OUT,"Combined Collection","humidity","5","Text","95 %"
,,,,OUT,"Combined Collection","speed","5","Text","1.54 m/s"
,,,,OUT,"Combined Collection","pressure","5","Text","1025 hPa"
"End","End",,"5/3/2024 2:26:44 PM"

,,,,OUT,"Result",,,,
,,,,OUT,"File Name",,,"Text","Input City Names.XLSX"
,,,,OUT,"Result","name","1","Text","Sydney"
,,,,OUT,"Result","country ","1","Text","AU"
,,,,OUT,"Result","temp ","1","Text","14.5 °C"
,,,,OUT,"Result","description","1","Text","Light rain"
,,,,OUT,"Result","feels_like","1","Text","14.49 °C"
,,,,OUT,"Result","temp_max","1","Text","14.97 °C"
,,,,OUT,"Result"," temp_min ","1","Text","13.83 °C"
,,,,OUT,"Result","humidity","1","Text","95 %"
,,,,OUT,"Result","speed","1","Text","1.54 m/s"
,,,,OUT,"Result","pressure","1","Text","1025 hPa"
"Mark Item As Completed","Sub Sheet",,"5/3/2024 2:26:44 PM"
"Start","Start",,"5/3/2024 2:26:44 PM"
"Set Tag","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"Item ID",,,"Text","6c0574c5-3ac4-4719-abc5-07e53de60d36"
,,,,IN,"Tag",,,"Text","Completed"
"Mark Completed","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"Item ID",,,"Text","6c0574c5-3ac4-4719-abc5-07e53de60d36"
"Reset Consecutive Exception Indicators","Multiple Calculation",,"5/3/2024 2:26:44 PM"

,,,,OUT,"step1",,,"Text",""
,,,,OUT,"step2",,,"Number","0"
"End3","End",,"5/3/2024 2:26:44 PM"
"Reset Global Data","Sub Sheet",,"5/3/2024 2:26:44 PM"
"Start","Start",,"5/3/2024 2:26:44 PM"
"End","End",,"5/3/2024 2:26:44 PM"
"Stop?","Decision","False","5/3/2024 2:26:44 PM"
"Get Next Item","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"Queue Name",,,"Text","Eduard_Haponov - Weather API"
,,,,OUT,"Item ID",,,"Text","0fdb8871-f613-46de-92d0-1b5c56d42bc0"
,,,,OUT,"Data",,,,
,,,,OUT,"Status",,,"Text",""
,,,,OUT,"Attempts",,,"Number","0"
,,,,OUT,"Data","City","1","Text","Rome"
,,,,OUT,"Data","City ID","1","Text","Rome03 May, 2024"
,,,,OUT,"Data","File Name","1","Text","Input City Names.XLSX"
,,,,OUT,"Data","Units","1","Text","Metric"
"Got Item?","Decision","True","5/3/2024 2:26:44 PM"
"01 - Get JSON ","Sub Sheet",,"5/3/2024 2:26:44 PM"

,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-85.1647,""lat"":34.257},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":19.8,""feels_like"":20.08,""temp_min"":18.52,""temp_max"":21.37,""pressure"":1016,""humidity"":86},""visibility"":10000,""wind"":{""speed"":0,""deg"":0},""clouds"":{""all"":75},""dt"":1714742520,""sys"":{""type"":2,""id"":2038061,""country"":""US"",""sunrise"":1714733310,""sunset"":1714782381},""timezone"":-14400,""id"":4219762,""name"":""Rome"",""cod"":200}"
"Start","Start",,"5/3/2024 2:26:44 PM"
"Get Weather for City","Action",,"5/3/2024 2:26:44 PM"

,,,,IN,"City",,,"Text","Rome"
,,,,IN,"Units",,,"Text","Metric"
,,,,OUT,"Response Headers",,,,
,,,,OUT,"HTTP Status Code",,,"Text","200"
,,,,OUT,"Response Content",,,"Text","{""coord"":{""lon"":-85.1647,""lat"":34.257},""weather"":[{""id"":803,""main"":""Clouds"",""description"":""broken clouds"",""icon"":""04d""}],""base"":""stations"",""main"":{""temp"":19.8,""feels_like"":20.08,""temp_min"":18.52,""temp_max"":21.37,""pressure"":1016,""humidity"":86},""visibility"":10000,""wind"":{""speed"":0,""deg"":0},""clouds"":{""all"":75},""dt"":1714742520,""sys"":{""type"":2,""id"":2038061,""country"":""US"",""sunrise"":1714733310,""sunset"":1714782381},""timezone"":-14400,""id"":4219762,""name"":""Rome"",""cod"":200}"
,,,,OUT,"Response Headers","Column1","1","Text","Connection"
,,,,OUT,"Response Headers","Column2","1","Text","keep-alive"
,,,,OUT,"Response Headers","Column1","2","Text","X-Cache-Key"
,,,,OUT,"Response Headers","Column2","2","Text","/data/2.5/weather?q=rome&amp;units=Metric"
,,,,OUT,"Response Headers","Column1","3","Text","Access-Control-Allow-Origin"
,,,,OUT,"Response Headers","Column2","3","Text","*"
,,,,OUT,"Response Headers","Column1","4","Text","Access-Control-Allow-Credentials"
,,,,OUT,"Response Headers","Column2","4","Text","true"
,,,,OUT,"Response Headers","Column1","5","Text","Access-Control-Allow-Methods"
,,,,OUT,"Response Headers","Column2","5","Text","GET, POST"
,,,,OUT,"Response Headers","Column1","6","Text","Content-Length"
,,,,OUT,"Response Headers","Column2","6","Text","466"
,,,,OUT,"Response Headers","Column1","7","Text","Content-Type"
,,,,OUT,"Response Headers","Column2","7","Text","application/json; charset=utf-8"
